date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.14,0.8732
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,131.01,22.2544
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.29,1.0693
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,51.02,8.6668
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee,KG,actual,Retail,TRY,46.36,7.874
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,34.56,5.871
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Salt,KG,actual,Retail,TRY,2.49,0.4226
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.06,0.8588
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea,KG,actual,Retail,TRY,30.08,5.1095
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.62,0.9554
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,9.94,1.6879
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.1206
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (gas),12 KG,actual,Retail,TRY,104.45,17.7427
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.07,1.2007
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Transport (public),Course,actual,Retail,TRY,2.27,0.3857
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Water,Cubic meter,actual,Retail,TRY,5.21,0.8854
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (olive),L,actual,Retail,TRY,28.68,4.8719
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.21,1.7346
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.02,2.0411
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,7.85,1.3327
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,30.98,5.2632
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.43,1.2613
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Apples,KG,actual,Retail,TRY,3.73,0.6339
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.26,1.5726
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.43,0.2433
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,3.95,0.6712
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,6.01,1.0214
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,6.39,1.0847
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Garlic,KG,actual,Retail,TRY,32.5,5.5212
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.3,0.3914
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.66,0.6222
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Spinach,KG,actual,Retail,TRY,3.31,0.5624
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,6.15,1.0454
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,4.9,0.8329
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bread (common),KG,actual,Retail,TRY,6.77,1.15
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.44,0.9242
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Pasta,KG,actual,Retail,TRY,5.15,0.8746
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Rice,KG,actual,Retail,TRY,10.6,1.8002
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.26,0.7242
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,32.75,5.5638
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,11.81,2.0062
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,59.94,10.1812
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,47.34,8.0417
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Cheese,KG,actual,Retail,TRY,34.48,5.8563
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.35,0.9083
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,127.9,21.7261
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.65,1.1303
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,53.3,9.0543
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee,KG,actual,Retail,TRY,48.33,8.2095
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,44.09,7.4892
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Salt,KG,actual,Retail,TRY,2.82,0.4785
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.46,0.9269
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea,KG,actual,Retail,TRY,34.03,5.7809
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.51,1.1062
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.84,1.8405
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.1206
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (gas),12 KG,actual,Retail,TRY,112.89,19.1764
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.97,1.1832
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Transport (public),Course,actual,Retail,TRY,1.54,0.2617
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Water,Cubic meter,actual,Retail,TRY,5.42,0.9211
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (olive),L,actual,Retail,TRY,27.92,4.7426
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (sunflower),L,actual,Retail,TRY,11.53,1.9578
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Beans (white),KG,actual,Retail,TRY,13.22,2.2458
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.4,1.5975
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,34.71,5.8954
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Lentils,KG,actual,Retail,TRY,8.38,1.423
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.42,0.7508
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.39,1.5954
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.84,0.3128
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,4.79,0.8143
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,6.38,1.0829
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,7.48,1.2709
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Garlic,KG,actual,Retail,TRY,40.42,6.8652
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.67,0.4541
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.99,0.6784
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Spinach,KG,actual,Retail,TRY,3.86,0.6562
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,6.72,1.1419
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,5.89,1.0007
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.99,1.0168
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.91,0.8334
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Pasta,KG,actual,Retail,TRY,5.19,0.8824
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Rice,KG,actual,Retail,TRY,10.22,1.7352
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.21,0.715
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.65,0.111
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,27.28,4.6345
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,60.93,10.3498
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,47.77,8.1141
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Cheese,KG,actual,Retail,TRY,35.85,6.0902
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.13,0.8715
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,147.27,25.0151
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Yogurt,KG,actual,Retail,TRY,7.39,1.255
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,50.02,8.4959
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee,KG,actual,Retail,TRY,50.28,8.54
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,47.64,8.0918
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Salt,KG,actual,Retail,TRY,2.92,0.4968
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea,KG,actual,Retail,TRY,35.07,5.9572
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.61,1.1221
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.63,1.8049
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.1206
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (gas),12 KG,actual,Retail,TRY,109.39,18.5805
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.08,1.2028
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Transport (public),Course,actual,Retail,TRY,3.21,0.5448
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Water,Cubic meter,actual,Retail,TRY,5.85,0.9934
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,29.88,5.0749
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.97,1.8639
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,13.18,2.2384
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.28,1.5758
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,33.04,5.6116
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.81,1.327
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.45,0.7564
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Bananas,KG,actual,Retail,TRY,10.02,1.7024
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.65,0.2796
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,3.76,0.6389
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,6.14,1.0427
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,7.35,1.2487
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Garlic,KG,actual,Retail,TRY,39.51,6.7113
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.76,0.4697
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.73,0.6332
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Spinach,KG,actual,Retail,TRY,3.65,0.6195
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,6.62,1.1248
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,5.67,0.9635
2020-02-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,6.08,0.3234
2020-02-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.94,0.263
2020-02-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.85,0.258
2020-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.44,0.13
2020-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,9.7,0.5163
2020-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.13,0.2201
2020-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.55,0.029
2020-02-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,29.29,1.5589
2020-02-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,56.71,3.0179
2020-02-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,47.88,2.5478
2020-02-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,TRY,30.59,1.6281
2020-02-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.07,0.27
2020-02-15,,,National Average,,,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,127.85,6.8037
2020-02-15,,,National Average,,,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.45,0.3432
2020-02-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,53.21,2.8315
2020-02-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,47.48,2.5267
2020-02-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,37.97,2.0207
2020-02-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,2.49,0.1324
2020-02-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,32.01,1.7033
2020-02-15,,,National Average,,,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.04,0.3215
2020-02-15,,,National Average,,,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.47,0.5573
2020-02-15,,,National Average,,,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.0378
2020-02-15,,,National Average,,,non-food,Fuel (gas),12 KG,actual,Retail,TRY,109.18,5.8101
2020-02-15,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.81,0.3626
2020-02-15,,,National Average,,,non-food,Transport (public),Course,actual,Retail,TRY,2.68,0.1428
2020-02-15,,,National Average,,,non-food,Water,Cubic meter,actual,Retail,TRY,4.91,0.2611
2020-02-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,28.24,1.5031
2020-02-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.93,0.5814
2020-02-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.63,0.6719
2020-02-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,8.48,0.4512
2020-02-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,32.23,1.7152
2020-02-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.65,0.4069
2020-02-15,,,National Average,,,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.17,0.2221
2020-02-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,10.33,0.5495
2020-02-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.73,0.0919
2020-02-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,4.14,0.2201
2020-02-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,7.18,0.382
2020-02-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,7.72,0.4108
2020-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,38.66,2.0575
2020-02-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.48,0.1321
2020-02-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.73,0.1983
2020-02-15,,,National Average,,,vegetables and fruits,Spinach,KG,actual,Retail,TRY,4.33,0.2304
2020-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,5.54,0.295
2020-02-15,,,National Average,,,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,7.39,0.3935
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.91,0.3146
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.88,0.2597
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.98,0.2648
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.32,0.1237
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Rice,KG,actual,Retail,TRY,9.25,0.492
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.68,0.1961
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,29.17,1.5526
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,11.08,0.5895
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,59.09,3.1448
