date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2019-12-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,29.03,1.5451
2019-12-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.58,0.5628
2019-12-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.21,0.6496
2019-12-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,8.44,0.4492
2019-12-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,31.3,1.6656
2019-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.21,0.3838
2019-12-15,,,National Average,,,vegetables and fruits,Apples,KG,actual,Retail,TRY,3.93,0.2091
2019-12-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.88,0.5257
2019-12-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.63,0.0865
2019-12-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,3.42,0.1818
2019-12-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,4.78,0.2544
2019-12-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,3.77,0.2006
2019-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,37.21,1.9802
2019-12-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.11,0.112
2019-12-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.57,0.1901
2019-12-15,,,National Average,,,vegetables and fruits,Spinach,KG,actual,Retail,TRY,3.19,0.1698
2019-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,4.57,0.2434
2019-12-15,,,National Average,,,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,4.3,0.229
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.8,0.3086
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.89,0.2603
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.8,0.2556
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Rice,KG,actual,Retail,TRY,8.95,0.4762
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.51,0.187
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,29.63,1.5768
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,10.84,0.5768
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,55.8,2.9697
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,45.62,2.4279
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Cheese,KG,actual,Retail,TRY,28.76,1.5305
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.03,0.2678
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,128.45,6.8359
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.35,0.338
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,50.61,2.6933
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee,KG,actual,Retail,TRY,46.05,2.4509
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,31.08,1.6538
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Salt,KG,actual,Retail,TRY,2.41,0.128
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea,KG,actual,Retail,TRY,29.16,1.552
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.32,0.2829
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,9.86,0.5249
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.0378
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (gas),12 KG,actual,Retail,TRY,106.05,5.6438
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.98,0.3715
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Transport (public),Course,actual,Retail,TRY,2.69,0.1434
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Water,Cubic meter,actual,Retail,TRY,5.13,0.273
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (olive),L,actual,Retail,TRY,28.79,1.5322
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (sunflower),L,actual,Retail,TRY,9.94,0.5292
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Beans (white),KG,actual,Retail,TRY,11.88,0.632
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,7.69,0.4095
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,30.53,1.6245
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.49,0.3987
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Apples,KG,actual,Retail,TRY,3.78,0.2011
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.45,0.5027
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.46,0.0778
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,3.39,0.1804
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,4.7,0.2499
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,3.62,0.1925
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Garlic,KG,actual,Retail,TRY,33.56,1.7862
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.91,0.1015
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.57,0.1899
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Spinach,KG,actual,Retail,TRY,2.71,0.1441
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,4.42,0.2355
2019-12-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,4.12,0.2194
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bread (common),KG,actual,Retail,TRY,6.19,0.3296
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.26,0.28
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Pasta,KG,actual,Retail,TRY,5.07,0.2701
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Rice,KG,actual,Retail,TRY,10.29,0.5477
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.15,0.2208
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.59,0.0312
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,35.66,1.8979
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,58.81,3.1294
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,47.03,2.5026
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Cheese,KG,actual,Retail,TRY,32.9,1.7507
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.38,0.2864
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,122.79,6.5343
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.74,0.3587
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,54.8,2.9164
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee,KG,actual,Retail,TRY,48.39,2.5754
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,43.73,2.3274
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Salt,KG,actual,Retail,TRY,2.61,0.1389
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.4,0.2875
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea,KG,actual,Retail,TRY,33.24,1.7692
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.46,0.2905
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.57,0.5627
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.0378
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (gas),12 KG,actual,Retail,TRY,112.46,5.9846
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.87,0.3658
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Transport (public),Course,actual,Retail,TRY,1.7,0.0907
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Water,Cubic meter,actual,Retail,TRY,5.34,0.2843
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (olive),L,actual,Retail,TRY,28.73,1.5287
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (sunflower),L,actual,Retail,TRY,11.23,0.5974
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Beans (white),KG,actual,Retail,TRY,13.0,0.6916
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.13,0.4858
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,34.51,1.8363
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.84,0.4173
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.44,0.2361
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.75,0.5188
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.76,0.0938
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,3.77,0.2007
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,5.07,0.2699
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,4.25,0.226
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Garlic,KG,actual,Retail,TRY,39.88,2.122
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.26,0.1201
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Oranges,KG,actual,Retail,TRY,4.26,0.2265
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Spinach,KG,actual,Retail,TRY,3.58,0.1906
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,4.94,0.2628
2019-12-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,4.72,0.2511
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.98,0.3182
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bulgur,KG,actual,Retail,TRY,5.06,0.2695
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.98,0.2652
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Rice,KG,actual,Retail,TRY,10.28,0.5471
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.27,0.2273
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,27.87,1.4834
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,11.77,0.6265
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,59.23,3.1519
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,48.05,2.5572
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Cheese,KG,actual,Retail,TRY,35.53,1.8908
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.13,0.2729
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,147.16,7.8311
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Yogurt,KG,actual,Retail,TRY,7.4,0.3939
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,51.61,2.7464
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee,KG,actual,Retail,TRY,51.59,2.7456
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,51.12,2.7207
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Salt,KG,actual,Retail,TRY,2.78,0.1478
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.5,0.2929
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea,KG,actual,Retail,TRY,35.19,1.8727
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.81,0.3094
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.89,0.5795
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.0378
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (gas),12 KG,actual,Retail,TRY,109.12,5.8069
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.99,0.3718
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Transport (public),Course,actual,Retail,TRY,3.7,0.1967
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Water,Cubic meter,actual,Retail,TRY,5.07,0.2696
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,30.13,1.6034
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.87,0.5784
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,13.1,0.697
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.27,0.4936
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,33.04,1.7581
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.53,0.4005
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.24,0.2259
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.83,0.5233
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.44,0.0765
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.74,0.146
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,5.03,0.2677
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,3.94,0.2099
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Garlic,KG,actual,Retail,TRY,38.45,2.0462
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.21,0.1177
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.9,0.2077
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Spinach,KG,actual,Retail,TRY,2.56,0.1364
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,4.74,0.252
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,4.37,0.2327
2020-01-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,6.04,1.0261
2020-01-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.95,0.8402
2020-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.81,0.8165
2020-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.29,0.3889
2020-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,9.66,1.6412
2020-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.95,0.6701
2020-01-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,28.5,4.8417
2020-01-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,54.06,9.1826
2020-01-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,46.7,7.9319
2020-01-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,TRY,30.29,5.1455
2020-01-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.07,0.8604
2020-01-15,,,National Average,,,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,127.5,21.6568
2020-01-15,,,National Average,,,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.46,1.0971
2020-01-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,51.4,8.7312
2020-01-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,47.42,8.0557
2020-01-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,38.35,6.5144
2020-01-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,2.46,0.4183
2020-01-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,32.03,5.4404
2020-01-15,,,National Average,,,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.08,1.0329
2020-01-15,,,National Average,,,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.54,1.7899
2020-01-15,,,National Average,,,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.1206
2020-01-15,,,National Average,,,non-food,Fuel (gas),12 KG,actual,Retail,TRY,109.33,18.5716
2020-01-15,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.07,1.2017
2020-01-15,,,National Average,,,non-food,Transport (public),Course,actual,Retail,TRY,2.52,0.4289
2020-01-15,,,National Average,,,non-food,Water,Cubic meter,actual,Retail,TRY,4.85,0.8246
2020-01-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,28.43,4.8288
2020-01-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.75,1.8253
2020-01-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.34,2.0967
2020-01-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,8.54,1.4502
2020-01-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,31.34,5.3227
2020-01-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.46,1.2679
2020-01-15,,,National Average,,,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.02,0.6832
2020-01-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.5,1.6145
2020-01-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.69,0.2869
2020-01-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,3.93,0.6669
2020-01-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,5.95,1.0101
2020-01-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,6.84,1.1622
2020-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,37.23,6.3232
2020-01-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.53,0.429
2020-01-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.43,0.5825
2020-01-15,,,National Average,,,vegetables and fruits,Spinach,KG,actual,Retail,TRY,3.69,0.6267
2020-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,6.27,1.0649
2020-01-15,,,National Average,,,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,5.13,0.8718
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,6.42,1.0899
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.88,0.8285
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.85,0.8242
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.14,0.3638
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Rice,KG,actual,Retail,TRY,8.97,1.5237
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.56,0.605
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,27.9,4.7398
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,11.2,1.9022
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,57.15,9.7083
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,46.79,7.9471
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Cheese,KG,actual,Retail,TRY,29.62,5.032
